solver,nu,race_id,v
anderson,inf,1,0.03877094713123011
anderson,inf,2,0.003431052016429415
anderson,inf,3,-0.0017215033889952222
anderson,inf,4,0.010966138505309357
anderson,inf,5,-0.0006401383862748797
anderson,inf,6,0.06216857483326379
anderson,inf,7,0.0365862123424921
anderson,inf,8,0.04875900141085228
anderson,inf,9,0.03842331764174993
anderson,inf,10,0.03403377940041742
anderson,inf,11,0.04207915495199805
anderson,inf,12,0.023476714763921942
anderson,inf,13,0.060654104835346064
anderson,inf,14,0.08171541187189131
anderson,inf,15,0.044090411399621075
anderson,inf,16,0.042369116986240664
anderson,inf,17,0.010956007709035032
anderson,inf,18,-0.012292644296280323
anderson,inf,19,0.02303797893490211
anderson,inf,20,0.0011009892465974162
anderson,inf,21,0.019560730280536388
anderson,inf,22,-0.004911718854437197
anderson,inf,23,-0.011060334141388831
anderson,inf,24,-0.021937606324900324
anderson,inf,25,-0.01667882071939113
anderson,inf,26,-0.005585764886043376
anderson,inf,27,-0.010309970834644662
anderson,inf,28,-0.006519846533173838
anderson,inf,29,-0.027850518598097097
anderson,inf,30,0.0214973849933803
anderson,inf,31,-0.009549415965559102
anderson,inf,32,0.025973478817921423
anderson,inf,33,-0.006508894612367643
anderson,inf,34,-0.028920835144211204
anderson,inf,35,-0.029059891406149983
anderson,inf,36,0.013611934498293583
anderson,inf,37,-0.011576470493746077
anderson,inf,38,0.007636444750615226
anderson,inf,39,0.0051355987594800465
anderson,inf,40,0.005430159585361859
anderson,inf,41,0.01361230861245758
anderson,inf,42,-0.005048056281137123
anderson,inf,43,-0.022487754874266398
anderson,inf,45,-0.014025479088387275
anderson,inf,46,0.005851664003088351
anderson,inf,47,0.0007515190431796976
anderson,inf,48,-0.014809986213492483
anderson,inf,49,-0.022727357829835072
anderson,inf,50,0.0035444202857809327
anderson,inf,51,0.005682261099656562
anderson,inf,52,0.016045069733392186
anderson,inf,53,-5.79791938711649e-05
anderson,inf,54,0.00030603646308263174
anderson,inf,55,-0.016941903574832346
anderson,inf,56,-0.02656413267126718
anderson,inf,57,-0.015144276709280187
anderson,inf,58,-0.004430203963454166
anderson,inf,59,-0.005478076830674857
anderson,inf,60,-0.018931484972856155
anderson,inf,61,-0.007424432516668748
anderson,inf,62,-0.006530499073065385
anderson,inf,63,-0.016406664730111608
anderson,inf,64,-0.01682574636243076
anderson,inf,65,-0.025307796291012617
anderson,inf,66,-0.03294250693194395
anderson,inf,67,-0.029729788785493313
anderson,inf,68,-0.014422007151312154
anderson,inf,69,-0.014182440134112299
anderson,inf,70,-0.018122765248624873
anderson,inf,71,-0.02180879775066003
anderson,inf,72,-0.016778205489737196
anderson,inf,73,-0.01440871123165975
anderson,inf,74,-0.017178736330261447
anderson,inf,75,-0.029363802808374508
anderson,inf,76,-0.018275207091287212
anderson,inf,77,-0.02147054787960285
anderson,inf,78,-0.02811148844778632
anderson,inf,79,-0.019362913621005434
anderson,inf,80,-0.018774885308136046
anderson,inf,81,0.007658256247535903
anderson,inf,82,-0.003730071623531424
anderson,inf,83,0.015853534347391337
anderson,inf,84,0.009469671446183407
anderson,inf,85,0.019896588867036172
anderson,inf,86,-0.010168454061559072
anderson,inf,87,-6.469633800810063e-05
anderson,inf,88,-0.0050524867348765955
anderson,inf,89,-0.010159627077604424
anderson,inf,90,-0.002541639779641609
anderson,inf,91,-0.02811773251546839
anderson,inf,92,0.004503933557521536
anderson,inf,93,-0.012830371122623238
anderson,inf,94,-0.007594661855016298
anderson,inf,95,-0.017508604596069673
anderson,inf,96,0.039177042281280765
anderson,inf,97,0.04539403418038452
anderson,inf,98,0.00885088430467788
anderson,inf,99,0.034887935704785336
anderson,inf,100,0.036239834389509826
anderson,inf,102,-0.0026482173166912904
anderson,inf,103,-0.007665044602059349
anderson,inf,104,0.022990169189268012
anderson,inf,105,0.00822540208378495
anderson,inf,106,-0.000922288993258809
anderson,inf,107,-0.019360423835223392
anderson,inf,108,-0.008358224684381353
anderson,inf,109,-0.018510335842041287
anderson,inf,110,-0.010486146115809683
anderson,inf,111,-0.007119482443818775
anderson,inf,112,0.022054265809652966
anderson,inf,113,0.011552721453185946
anderson,inf,114,0.02937984468940076
